id,firstname,lastname,birthdate,country,position,foot,height
356,Marcus,Rashford,1997-10-31,England,Forward,right,187
357,Iv\u00e1n,Cu\u00e9llar Sacrist\u00e1n,1984-05-25,Spain,Goalkeeper,left,187
358,Alejandro,G\u00e1lvez Jimena,1989-06-06,Spain,Defender,right,188
359,Dami\u00e1n Nicol\u00e1s,Su\u00e1rez Su\u00e1rez,1988-04-27,Uruguay,Defender,right,172
360,Ante,Budimir,1991-07-21,Bosnia-Herzegovina,Forward,left,190
361,Mateo,Pavlovi\u0107,1990-06-09,Bosnia-Herzegovina,Defender,right,194
362,Miguel \u00c1ngel,Moy\u00e0 Rumbo,1984-04-02,Spain,Goalkeeper,right,188
363,Miguel,Torres G\u00f3mez,1986-01-28,Spain,Defender,right,185
364,Mehdi,Lacen,1984-03-15,France,Midfielder,left,176
365,Rub\u00e9n Salvador,P\u00e9rez Del M\u00e1rmol,1989-04-26,Spain,Midfielder,right,178
366,Pedro Le\u00f3n,S\u00e1nchez Gil,1986-11-24,Spain,Midfielder,right,183
367,Pablo,Sarabia Garc\u00eda,1992-05-11,Spain,Midfielder,left,178
368,Luca,Pellegrini,1999-03-07,Italy,Defender,left,178
369,Andreas,Christensen,1996-04-10,Denmark,Defender,right,188
370,Sergio,Enrich Ametller,1990-02-26,Spain,Forward,right,181
371,Jeison Fabi\u00e1n,Murillo Cer\u00f3n,1992-05-27,Colombia,Defender,right,182
372,Andreas Evald,Cornelius,1993-03-16,Denmark,Forward,left,193
373,Ante,Rebi\u0107,1993-09-21,Croatia,Forward,right,185
374,Eneko,B\u00f3veda Altube,1988-12-14,Spain,Defender,right,182
375,Ferr\u00e1n,Torres Garc\u00eda,2000-02-29,Spain,Midfielder,right,183
376,Ander,Capa Rodr\u00edguez,1992-02-08,Spain,Defender,right,173
377,Xabier,Etxeita Gorritxategi,1987-10-31,Spain,Defender,right,186
378,\u00c1ngel Luis,Rodr\u00edguez D\u00edaz,1987-04-26,Spain,Forward,right,172
379,H\u00f6r\u00f0ur,Bj\u00f6rgvin Magn\u00fasson,1993-02-11,Iceland,Defender,left,190
380,Marlon,Santos da Silva Barbosa,1995-09-07,Brazil,Defender,right,182
381,David,Rodr\u00edguez Lomb\u00e1n,1987-06-05,Spain,Defender,right,186
382,Simone,Pontisso,1997-03-20,Italy,Midfielder,right,186
383,Assane,Diouss\u00e9 El Hadji,1997-09-20,Senegal,Midfielder,left,175
384,Pedro,Alcal\u00e1 Guirado,1989-03-19,Spain,Defender,right,196
385,Samuel,Moutoussamy,1996-08-12,France,Midfielder,left,176
386,Kevin,N'Doram,1996-01-22,France,Midfielder,right,185
387,Aleix,Vidal Parreu,1989-08-21,Spain,Midfielder,right,177
388,Joaqu\u00edn,Navarro Jim\u00e9nez,1990-01-23,Spain,Defender,right,177
389,Borja,Garc\u00eda Freire,1990-11-02,Spain,Midfielder,right,175
390,David,L\u00f3pez Silva,1989-10-09,Spain,Defender,right,183
391,Daniel,Gim\u00e9nez Hern\u00e1ndez,1983-07-30,Spain,Goalkeeper,right,182
392,Chidozie,Collins Awaziem,1997-01-01,Nigeria,Defender,right,189
393,Alessandro,Florenzi,1991-03-11,Italy,Midfielder,right,173
394,Roberto,Rom\u00e1n Triguero,1985-07-11,Spain,Defender,right,175
395,Javier,Fuego Mart\u00ednez,1984-01-04,Spain,Midfielder,right,182
396,Diego,da Silva Costa,1988-10-07,Brazil,Forward,right,188
397,Daniel,Pacheco Lobato,1991-01-05,Spain,Midfielder,right,168
398,David,Pavelka,1991-05-18,Czech Republic,Midfielder,right,185
399,Mariano Dami\u00e1n,Barbosa,1984-07-27,Argentina,Goalkeeper,right,188
400,Ra\u00fal,Lizo\u00e1in Cruz,1991-01-27,Spain,Goalkeeper,left,187
401,David,Garc\u00eda Santana,1982-02-25,Spain,Defender,right,183
402,V\u00edctor,Laguardia Cisneros,1989-11-05,Spain,Defender,right,185
403,Juan Pedro,Ram\u00edrez L\u00f3pez,1991-06-30,Spain,Defender,right,190
404,Javi,Castellano Betancor,1987-11-02,Spain,Midfielder,right,181
405,Jer\u00f3nimo,Figueroa Cabrera,1982-07-15,Spain,Midfielder,left,179
406,Jos\u00e9 Vicente,G\u00f3mez Umpi\u00e9rrez,1988-08-31,Spain,Midfielder,left,186
407,Roque,Mesa Quevedo,1989-06-07,Spain,Midfielder,right,171
408,Dani,Castellano Betancor,1987-11-02,Spain,Defender,left,178
409,Lorenzo Jes\u00fas,Mor\u00f3n Garc\u00eda,1993-12-30,Spain,Forward,right,180
410,V\u00edctor,Mach\u00edn P\u00e9rez,1989-11-02,Spain,Midfielder,right,184
411,H\u00e9ctor Junior,Firpo Adames,1996-08-22,Dominican Republic,Defender,left,184
412,Rodrigo,Hern\u00e1ndez Cascante,1996-06-22,Spain,Midfielder,right,190
413,Adri\u00e1n,Di\u00e9guez Grande,1996-02-04,Spain,Defender,left,187
414,Jonathan,Castro Otto,1994-03-03,Spain,Defender,right,175
415,Borja,Valle Balonga,1992-07-09,Spain,Forward,right,177
416,Tomi,Juri\u0107,1991-07-22,Australia,Forward,right,191
417,Denis,Glushakov,1987-01-27,Russia,Midfielder,right,182
418,Yuri,Berchiche Izeta,1990-02-10,Spain,Defender,left,181
419,Iago,Herrer\u00edn Buis\u00e1n,1988-01-25,Spain,Goalkeeper,right,187
420,Sa\u00fal,\u00d1\u00edguez Esclapez,1994-11-21,Spain,Midfielder,left,184
421,Yuning,Zhang,1997-01-05,China PR,Forward,right,185
422,Lucas,V\u00e1zquez Iglesias,1991-07-01,Spain,Forward,right,173
423,Daniel,Carvajal Ramos,1992-01-11,Spain,Defender,right,173
424,Omar,Mascarell Gonz\u00e1lez,1993-02-02,Spain,Midfielder,right,181
425,Pedro,Mosquera Parada,1988-04-21,Spain,Midfielder,left,184
426,Denis,Cheryshev,1990-12-26,Russia,Midfielder,left,179
427,Anastasios,Donis,1996-08-29,England,Forward,right,178
428,Danilo Luiz,da Silva,1991-07-15,Brazil,Defender,right,184
429,Alex Sandro,Lobo Silva,1991-01-26,Brazil,Defender,left,180
430,Nicol\u00e1s Hern\u00e1n,Otamendi,1988-02-12,Argentina,Defender,right,183
431,Rolando Jorge,Pires da Fonseca,1985-08-31,Cape Verde Islands,Defender,right,189
432,Ionu\u021b Cristian,S\u0103punaru,1984-04-05,Romania,Defender,right,187
433,Jo\u00e3o Filipe,Iria Santos Moutinho,1986-09-08,Portugal,Midfielder,right,170
434,Cristian Gabriel,Rodr\u00edguez Barrotti,1985-09-30,Uruguay,Midfielder,left,177
435,James David,Rodr\u00edguez Rubio,1991-07-12,Colombia,Midfielder,left,180
436,Marc,Janko,1983-06-25,Austria,Forward,left,196
437,Ezequiel Marcelo,Garay,1986-10-10,Argentina,Defender,right,189
438,Francisco Javier,Garc\u00eda Fern\u00e1ndez,1987-02-08,Spain,Midfielder,right,186
439,Nemanja,Mati\u0107,1988-08-01,Serbia,Midfielder,left,194
440,Axel,Witsel,1989-01-12,Belgium,Midfielder,right,188
441,Manuel,Agudo Dur\u00e1n,1986-10-15,Spain,Forward,right,175
442,Sergio,Mora S\u00e1nchez,1979-08-30,Spain,Midfielder,right,182
443,Rui Pedro,dos Santos Patr\u00edcio,1988-02-15,Portugal,Goalkeeper,left,190
444,Santiago,Arias Naranjo,1992-01-13,Colombia,Defender,right,175
445,Emiliano Adri\u00e1n,Ins\u00faa Zapata,1989-01-07,Argentina,Defender,left,180
446,Daniel Filipe,Martins Carri\u00e7o,1988-08-04,Portugal,Defender,right,180
447,Andr\u00e9 Mart\u00edn,Carrillo D\u00edaz,1991-06-14,Peru,Midfielder,right,181
448,Tommaso,Berni,1983-03-06,Italy,Goalkeeper,right,185
449,Elderson Uwa,Echiejile,1988-01-20,Nigeria,Defender,left,185
450,\u00c1d\u00e1m,Nagy,1995-06-17,Hungary,Midfielder,right,178
451,Danijel,Suba\u0161i\u0107,1984-10-27,Croatia,Goalkeeper,right,191
452,Alexander,Szymanowski,1988-10-13,Argentina,Midfielder,left,175
453,Marcel Julian,Lizak,1996-07-15,Poland,Goalkeeper,"""""",192
454,Nahitan Michel,N\u00e1ndez Acosta,1995-12-28,Uruguay,Midfielder,right,171
455,Josip,Elez,1994-04-25,Croatia,Defender,right,189
456,Jan,Oblak,1993-01-07,Slovenia,Goalkeeper,right,189
457,Marko,Pjaca,1995-05-06,Croatia,Forward,right,186
458,Michael,Olunga,1994-03-26,Kenya,Forward,left,188
459,Jan,Repas,1997-03-19,Slovenia,Midfielder,right,171
460,Adama,Traor\u00e9,1995-06-28,Mali,Midfielder,left,180
461,David,Junc\u00e0 Re\u00f1\u00e9,1993-11-16,Spain,Defender,left,175
462,Iv\u00e1n,Balliu Campeny,1992-01-01,Spain,Defender,right,172
463,Carles,Planas Antol\u00ednez,1991-03-04,Spain,Defender,left,173
464,Patricio,Gabarr\u00f3n Gil,1993-04-17,Spain,Defender,right,184
465,Anaitz,Arbilla Zabala,1987-05-15,Spain,Defender,right,178
466,Max,Meyer,1995-09-18,Germany,Midfielder,right,173
467,Abel Enrique,Aguilar Tapia,1985-01-06,Colombia,Midfielder,right,186
468,Pedro Miguel,Braga Rebocho,1995-01-23,Portugal,Defender,left,170
469,Marcos Paulo,Mesquita Lopes,1995-12-28,Brazil,Midfielder,left,174
470,Ricardo Domingos,Barbosa Pereira,1993-10-06,Portugal,Defender,right,175
471,C\u00e9dric Ricardo,Alves Soares,1991-08-31,Germany,Defender,right,172
472,Adrien Sebastian,Perruchet Silva,1989-03-15,France,Midfielder,right,175
473,\u00c9derzito Ant\u00f3nio,Macedo Lopes,1987-12-22,Guinea-Bissau,Forward,right,188
474,Carles,Gil de Pareja Vicent,1992-11-22,Spain,Midfielder,left,171
475,Jos\u00e9 Luis,Gay\u00e1 Pe\u00f1a,1995-05-25,Spain,Defender,left,172
476,Jozabed,S\u00e1nchez Ruiz,1991-03-08,Spain,Midfielder,right,180
477,Luis Carlos,Correia Pinto,1985-05-05,Portugal,Defender,left,171
478,Ramadan,Sobhi,1997-01-23,Egypt,Midfielder,right,183
479,David Sim\u00f3n,Rodr\u00edguez Santana,1989-12-31,Spain,Defender,right,179
480,Mijat,Ga\u0107inovi\u0107,1995-02-08,Serbia,Midfielder,right,175
481,Yassine,El Ghanassy,1990-07-12,Belgium,Midfielder,right,173
482,Cheikhou,Kouyat\u00e9,1989-12-21,Senegal,Midfielder,right,193
483,Lucas Rodrigo,Biglia,1986-01-30,Argentina,Midfielder,right,178
484,Guillaume,Gillet,1984-03-09,Belgium,Midfielder,right,186
485,Pedro Tanaus\u00fa,Dom\u00ednguez Placeres,1990-09-20,Spain,Midfielder,right,169
486,Paulo Andr\u00e9,Rodrigues de Oliveira,1991-01-08,Portugal,Defender,right,187
487,Jordan Zacharie,Lukaku Menama Mokelenge,1994-07-25,Belgium,Defender,left,183
488,Patrik,Schick,1996-01-24,Czech Republic,Forward,left,186
489,Roger Beyker,Mart\u00ednez Tobinson,1994-06-23,Colombia,Forward,right,180
490,Rick,van Drongelen,1998-12-20,Netherlands,Defender,left,185
491,William,Silva de Carvalho,1992-04-07,Angola,Midfielder,right,187
492,Danijel,Mili\u010devi\u0107,1986-01-05,Switzerland,Midfielder,right,171
493,Gabriel,Fern\u00e1ndez Arenas,1983-07-10,Spain,Midfielder,right,181
494,Christian,Dell'Orco,1994-02-10,Italy,Defender,left,183
495,Thomas,Meunier,1991-09-12,Belgium,Defender,right,190
496,Carlos Arturo,Bacca Ahumada,1986-09-08,Colombia,Forward,right,181
497,Maxime,Lestienne,1992-06-17,Belgium,Midfielder,left,176
498,Eiji,Kawashima,1983-03-20,Japan,Goalkeeper,right,185
499,Anthony Rub\u00e9n,Lozano Col\u00f3n,1993-04-25,Honduras,Forward,right,183
500,Alen,Halilovi\u0107,1996-06-18,Croatia,Midfielder,left,170
501,Stipe,Perica,1995-07-07,Croatia,Forward,right,192
502,Diego,Rico Salguero,1993-02-23,Spain,Defender,left,183
503,Mariano,D\u00edaz Mej\u00eda,1993-08-01,Spain,Forward,right,182
504,Edson Andr\u00e9,Sitoe,1988-09-08,Mozambique,Defender,right,188
505,Alfre\u00f0,Finnbogason,1989-02-01,Iceland,Forward,right,184
506,Juli\u00e1n Omar,Ramos Su\u00e1rez,1988-01-26,Spain,Midfielder,left,175
507,Stef,Peeters,1992-02-09,Belgium,Midfielder,left,188
508,Kevin,De Bruyne,1991-06-28,Belgium,Midfielder,right,181
509,Sergio,Le\u00f3n Limones,1989-01-06,Spain,Forward,right,178
510,Mikel,Rico Moreno,1984-11-04,Spain,Midfielder,right,178
511,Odion Jude,Ighalo,1989-06-16,Nigeria,Forward,right,181
512,Guilherme,Costa Marques,1991-05-21,Brazil,Midfielder,left,170
513,Daniel Tawiah,Opare,1990-10-18,Ghana,Defender,right,175
514,Felipe,Trevizan Martins,1987-05-15,Brazil,Defender,left,193
515,Birkir,Bjarnason,1988-05-27,Iceland,Midfielder,right,178
516,Ihlas,Bebou,1994-04-23,Togo,Forward,right,183
517,Michy,Batshuayi Tunga,1993-10-02,Belgium,Forward,right,185
518,Imoh,Ezekiel,1993-10-24,Nigeria,Forward,right,178
519,Serge,Gakp\u00e9,1987-05-07,France,Forward,right,177
520,Ilya,Kutepov,1993-07-29,Russia,Defender,right,192
521,Roman,Zobnin,1994-02-11,Russia,Midfielder,right,182
522,Antonio,Garc\u00eda Aranda,1989-11-07,Spain,Defender,left,179
523,Gerard,Moreno Balaguero,1992-04-07,Spain,Forward,left,180
524,R\u00faben Afonso,Borges Semedo,1994-04-04,Portugal,Defender,right,189
525,Edgar Miguel,I\u00e9,1994-05-01,Guinea-Bissau,Defender,right,178
526,Jo\u00e3o M\u00e1rio,Naval da Costa Eduardo,1993-01-19,Portugal,Midfielder,right,173
527,Daichi,Kamada,1996-08-05,Japan,Midfielder,right,180
528,Iuri Jos\u00e9,Pican\u00e7o Medeiros,1994-07-10,Portugal,Forward,left,174
529,Armindo,Tu\u00e9 Na Bangna,1994-10-24,Guinea-Bissau,Forward,right,173
530,Fernando,Mar\u00e7al de Oliveira,1989-02-19,Brazil,Defender,left,178
531,Antonio,Barreca,1995-03-18,Italy,Defender,left,180
532,Luis,Hern\u00e1ndez Rodr\u00edguez,1989-04-14,Spain,Defender,right,183
533,Daniel,Garc\u00eda Carrillo,1990-05-24,Spain,Midfielder,right,180
534,Malcom Filipe,Silva de Oliveira,1997-02-26,Brazil,Forward,left,171
535,Mart\u00edn Maximiliano,Mantovani,1984-07-07,Argentina,Defender,right,183
536,David,Alcibiade,1991-09-26,France,Defender,"""""",177
537,Christian Robert,Santos Kwasniewski,1988-03-24,Venezuela,Forward,left,184
538,Bruno,Gonz\u00e1lez Cabrera,1990-05-24,Spain,Defender,right,185
539,Douglas Luiz,Soares de Paulo,1998-05-09,Brazil,Midfielder,right,178
540,Marlon,S\u00fcndermann,1998-05-16,Germany,Goalkeeper,right,186
541,Andrija,Bali\u0107,1997-08-11,Croatia,Midfielder,right,180
542,Ervin,Zukanovi\u0107,1987-02-11,Bosnia-Herzegovina,Defender,left,190
543,Kevin,Danso,1998-09-19,Austria,Defender,right,190
544,Juan Pablo,A\u00f1or Acosta,1994-01-24,Venezuela,Midfielder,left,175
545,Alexander,N\u00fcbel,1996-09-30,Germany,Goalkeeper,right,193
546,Lorenzo,Venuti,1995-04-12,Italy,Defender,right,176
547,Willem,Geubbels,2001-08-16,France,Forward,right,185
548,Jorge Marco,de Oliveira Moraes,1996-03-28,Brazil,Defender,left,184
549,Lucas,Torreira Di Pascua,1996-02-11,Uruguay,Midfielder,right,168
550,Sergi,Samper Monta\u00f1a,1995-01-20,Spain,Midfielder,right,181
551,Sandro,Ram\u00edrez Castillo,1995-07-09,Spain,Forward,right,175
552,Adam,Ounas,1996-11-11,France,Forward,left,172
553,K\u00e9vin Olivier,Soni,1998-04-17,Cameroon,Midfielder,left,182
554,Andr\u00e9-Frank,Zambo Anguissa,1995-11-16,Cameroon,Midfielder,right,184
555,Luk\u00e1\u0161,Zima,1994-01-09,Czech Republic,Goalkeeper,right,196
556,Stefan,Simi\u010d,1995-01-20,Czech Republic,Defender,right,187
557,Rijad,Baji\u0107,1994-05-06,Bosnia-Herzegovina,Forward,left,189
558,Konrad,Laimer,1997-05-27,Austria,Midfielder,right,180
559,Deian,Boldor,1995-02-03,Romania,Defender,left,189
560,Abdou,Diallo,1996-05-04,France,Defender,left,188
561,Dimitry,Bertaud,1998-06-06,France,Goalkeeper,right,180
562,Jeff,Reine-Adelaide,1998-01-17,France,Midfielder,right,183
563,Lebo,Mothiba,1996-01-28,South Africa,Forward,right,182
564,J\u00e9r\u00e9my,Gelin,1997-04-24,France,Defender,right,182
565,Romain,Perraud,1997-09-22,France,Defender,left,173
566,Marcus,Thuram,1997-08-06,Italy,Forward,right,192
567,Vahid,Selimovic,1997-04-03,Luxembourg,Defender,right,190
568,Ederson,Santana de Moraes,1993-08-17,Brazil,Goalkeeper,left,187
569,Christ Emmanuel Faitout,Maouassa,1998-07-06,France,Midfielder,left,170
570,Joris,Gnagnon,1997-01-13,France,Defender,right,182
571,Iv\u00e1n,Alejo Peralta,1995-02-10,Spain,Midfielder,right,186
572,Florin,Andone,1993-04-11,Romania,Forward,right,180
573,Victor,Nilsson Lindel\u00f6f,1994-07-17,Sweden,Defender,right,187
574,Ruben,Loftus-Cheek,1996-01-23,England,Midfielder,right,191
575,Francesc Aday,Ben\u00edtez Caraballo,1987-12-16,Spain,Defender,right,179
576,Timo,Baumgartl,1996-03-04,Germany,Defender,right,190
577,Jonathan Cristian,Silva,1994-06-29,Argentina,Defender,left,180
578,Thilo,Kehrer,1996-09-21,Germany,Defender,right,186
579,Kevin,Lasagna,1992-08-10,Italy,Forward,left,186
580,Lorenco,\u0160imi\u0107,1996-07-15,Croatia,Defender,right,195
581,Joseba,Zald\u00faa Bengoetxea,1992-06-24,Spain,Defender,right,176
582,Kenan,Kodro,1993-08-19,Spain,Forward,right,187
583,Lassana,Coulibaly,1996-04-10,Mali,Midfielder,right,175
584,Timo,Stavitski,1999-07-17,Finland,Midfielder,right,180
585,Jon Ander,Serantes Simon,1989-01-04,Spain,Goalkeeper,right,184
586,Unai,Bustinza Mart\u00ednez,1992-02-02,Spain,Defender,right,175
587,Javier,Eraso Go\u00f1i,1990-03-22,Spain,Midfielder,right,180
588,Alexander,Isak,1999-09-21,Sweden,Forward,right,190
589,Esteban,Rol\u00f3n,1995-03-25,Argentina,Midfielder,right,175
590,Pablo,Fornals Malla,1996-02-22,Spain,Midfielder,right,179
591,Issiaga,Sylla,1994-01-01,Guinea,Defender,left,180
592,Ra\u00fal,Garc\u00eda Carnero,1989-04-30,Spain,Defender,left,175
593,J\u00e1n,\u010eurica,1981-12-10,Slovakia,Defender,left,188
594,Pedro,L\u00f3pez Galisteo,1995-01-21,Spain,Goalkeeper,right,185
595,Nicolas,Janvier,1998-08-11,France,Midfielder,right,173
596,Bingourou,Kamara,1996-10-21,France,Goalkeeper,right,193
597,Ibrahima,Niane,1999-03-11,Senegal,Forward,right,187
598,Simeon,Tochukwu Nwankwo,1992-05-07,Nigeria,Forward,right,198
599,Fran\u00e7ois,Kamano,1996-05-01,Guinea,Forward,right,175
600,Artur,Yusupov,1989-09-01,Russia,Midfielder,right,180
601,Sauli,V\u00e4is\u00e4nen,1994-06-05,Finland,Defender,right,190
602,Aleksandr,Kokorin,1991-03-19,Russia,Forward,right,181
603,Alexander,Alegr\u00eda Moreno,1992-10-10,Spain,Forward,right,189
604,Pedro Pablo,Hern\u00e1ndez,1986-10-24,Argentina,Midfielder,left,185
605,H\u00e9ctor,Hern\u00e1ndez Ortega,1991-05-23,Spain,Defender,left,173
606,Pablo,\u00cdnsua Blanco,1993-09-09,Spain,Defender,right,187
607,Fyodor,Smolov,1990-02-09,Russia,Forward,right,187
608,Giovanni Pablo,Simeone,1995-07-05,Spain,Forward,right,180
609,W\u00edlmar Enrique,Barrios Ter\u00e1n,1993-10-16,Colombia,Midfielder,right,178
610,Olexandr,Kucher,1982-10-22,Ukraine,Defender,right,184
611,Willian,Borges da Silva,1988-08-09,Brazil,Midfielder,right,175
612,Douglas,Costa de Souza,1990-09-14,Brazil,Midfielder,left,170
613,Fernando Luiz,Rosa,1985-05-04,Brazil,Midfielder,right,179
614,Ramy,Bensebaini,1995-04-16,Algeria,Defender,left,186
615,Pawe\u0142,Jaroszy\u0144ski,1994-10-02,Poland,Defender,left,184
616,Bartosz,Kapustka,1996-12-23,Poland,Midfielder,right,179
617,Ivan,Strini\u0107,1987-07-17,Croatia,Defender,left,186
618,Yevhen,Konoplyanka,1989-09-29,Ukraine,Midfielder,right,178
619,Karol,Linetty,1995-02-02,Poland,Midfielder,right,176
620,Lucas Ariel,Boy\u00e9,1996-02-28,Argentina,Forward,right,180
621,Nico,Elvedi,1996-09-30,Switzerland,Defender,right,189
622,Dennis,Geiger,1998-06-10,Germany,Midfielder,right,172
623,Danilo Fernando,Avelar,1989-06-09,Brazil,Defender,left,185
624,Lucas,P\u00e9rez Mart\u00ednez,1988-09-10,Spain,Forward,left,180
625,Maksym,Koval,1992-12-09,Ukraine,Goalkeeper,right,188
626,Ra\u00fal,Albentosa Redal,1988-09-07,Spain,Defender,right,192
627,Serhiy,Rybalka,1990-04-01,Ukraine,Midfielder,right,176
628,Brown,Ideye Aide,1988-10-10,Nigeria,Forward,right,180
629,Admir,Mehmedi,1991-03-16,Macedonia FYR,Forward,right,183
630,Andriy,Yarmolenko,1989-10-23,Ukraine,Forward,left,189
631,Milan,\u0160kriniar,1995-02-11,Slovakia,Defender,right,188
632,Florian,Kath,1994-10-21,Germany,Midfielder,left,184
633,Vladlen,Yurchenko,1994-01-22,Ukraine,Midfielder,right,181
634,Strahinja,Tanasijevi\u0107,1997-06-12,Serbia,Defender,right,183
635,Carlos Andr\u00e9s,S\u00e1nchez Arcosa,1984-12-02,Uruguay,Midfielder,right,170
636,Vincent,Janssen,1994-06-15,Netherlands,Forward,left,183
637,Lucas Pedro,Alves De Lima,1991-10-10,Brazil,Defender,left,178
638,Aleksandar,Prijovi\u0107,1990-04-21,Switzerland,Forward,right,191
639,Manuel Alejandro,Garc\u00eda S\u00e1nchez,1986-04-26,Spain,Midfielder,left,182
640,Leonardo,Carrilho Baptist\u00e3o,1993-08-26,Brazil,Forward,right,181
641,Ignacio,Vidal Miralles,1995-01-24,Spain,Defender,right,180
642,Brais,M\u00e9ndez Portela,1997-01-07,Spain,Midfielder,left,187
643,Gon\u00e7alo Manuel,Ganchinho Guedes,1996-11-29,Portugal,Forward,right,179
644,Benjamin,V\u00e9rit\u00e9,1999-04-21,France,Midfielder,"""""",0
645,Mario Gaspar,P\u00e9rez Mart\u00ednez,1990-11-24,Spain,Defender,right,182
646,Suat,Serdar,1997-04-11,Germany,Midfielder,right,183
647,C\u00e1ssio Roberto,Ramos,1987-06-06,Brazil,Goalkeeper,right,195
648,Leandro,Cast\u00e1n da Silva,1986-11-05,Brazil,Defender,left,184
649,Marcos,Ao\u00e1s Corr\u00eaa,1994-05-14,Brazil,Defender,right,183
650,Thomas,Carrique,1999-02-26,France,Defender,right,170
651,Jos\u00e9 Paulo,Bezzera Maciel J\u00fanior,1988-07-25,Brazil,Midfielder,right,182
652,Matheus,D\u00f3ria Macedo,1994-11-08,Brazil,Defender,left,189
653,Guilherme,dos Santos Torres,1991-04-05,Brazil,Midfielder,right,179
654,\u0141ukasz,Fabia\u0144ski,1985-04-18,Poland,Goalkeeper,right,190
655,Dami\u00e1n Emiliano,Mart\u00ednez,1992-09-02,Argentina,Goalkeeper,right,195
656,Wojciech,Szcz\u0119sny,1990-04-18,Poland,Goalkeeper,right,196
657,Johan Danon,Djourou-Gbadjere,1987-01-18,C\u00f4te d'Ivoire,Defender,right,191
658,Ignasi,Miquel i Pons,1992-09-28,Spain,Defender,left,189
659,Bacary,Sagna,1983-02-14,France,Defender,right,176
660,Thomas,Vermaelen,1985-11-14,Belgium,Defender,left,183
661,Francis,Coquelin,1991-05-13,France,Midfielder,right,178
662,Francesco,Cassata,1997-07-16,Italy,Midfielder,right,183
663,Gary,Cahill,1985-12-19,England,Defender,right,193
664,Thomas,Rodr\u00edguez,1996-04-05,Argentina,Midfielder,right,183
665,Wendell,Nascimento Borges,1993-07-20,Brazil,Defender,left,176
666,Milan,Gaji\u0107,1996-01-28,Serbia,Defender,right,178
667,Marko,Gruji\u0107,1996-04-13,Serbia,Midfielder,right,191
668,Sa\u0161a,Luki\u0107,1996-08-13,Serbia,Midfielder,right,183
669,John Michael,Nchekwube Obinna,1987-04-22,Nigeria,Midfielder,right,188
670,Salomon Armand Magloire,Kalou,1985-08-05,C\u00f4te d'Ivoire,Forward,right,184
671,Romelu,Lukaku Menama,1993-05-13,Belgium,Forward,left,190
672,Fernando Jos\u00e9,Torres Sanz,1984-03-20,Spain,Forward,right,186
673,David,de Gea Quintana,1990-11-07,Spain,Goalkeeper,right,193
674,Phil,Jones,1992-02-21,England,Defender,right,185
675,Rafael,Pereira da Silva,1990-07-09,Brazil,Defender,right,172
676,Lu\u00eds Carlos,Almeida da Cunha,1986-11-17,Cape Verde Islands,Midfielder,right,177
677,Jesse,Lingard,1992-12-15,England,Midfielder,right,174
678,Paul,Pogba,1993-03-15,France,Midfielder,right,191
679,Ashley,Young,1985-07-09,England,Defender,right,175
680,Javier,Hern\u00e1ndez Balc\u00e1zar,1988-06-01,Mexico,Forward,right,175
681,Daniel Nii,Tackie Mensah Welbeck,1990-11-26,England,Forward,right,185
682,Brad,Jones,1982-03-19,Australia,Goalkeeper,left,194
683,Jos\u00e9 Manuel,Reina P\u00e1ez,1982-08-31,Spain,Goalkeeper,right,188
